,Age,Income,Emp_length,Amount,Rate,Status,Percent_income,Cred_length,Home_MORTGAGE,Home_OTHER,Home_OWN,Home_RENT,Intent_DEBTCONSOLIDATION,Intent_EDUCATION,Intent_HOMEIMPROVEMENT,Intent_MEDICAL,Intent_PERSONAL,Intent_VENTURE,Default_N,Default_Y
24257,32,70400,3.0,13000,7.88,0,0.18,9,1,0,0,0,0,0,0,0,1,0,1,0
24258,27,70400,6.0,15000,11.011647430239664,0,0.21,9,1,0,0,0,0,0,0,0,1,0,0,1
24259,27,43200,4.0,4200,10.74,0,0.1,6,0,0,0,1,0,0,0,1,0,0,1,0
24260,32,64500,3.0,19400,13.11,1,0.3,10,1,0,0,0,0,1,0,0,0,0,0,1
24261,28,64500,1.0,4000,13.79,1,0.06,8,1,0,0,0,0,0,0,0,0,1,0,1
24262,27,48000,4.0,4200,10.74,0,0.09,5,0,0,0,1,1,0,0,0,0,0,1,0
24263,34,70596,18.0,10000,11.26,0,0.14,9,1,0,0,0,1,0,0,0,0,0,1,0
24264,33,70632,4.782271048394734,1500,10.65,0,0.02,5,1,0,0,0,0,0,0,1,0,0,1,0
24265,30,48500,0.0,4200,11.48,0,0.09,7,0,0,0,1,0,0,0,1,0,0,1,0
24266,32,52000,10.0,4200,7.51,0,0.08,6,0,0,0,1,0,1,0,0,0,0,1,0
24267,32,52000,3.0,4200,13.23,0,0.08,10,0,0,0,1,0,1,0,0,0,0,0,1
24268,28,70834,4.0,20000,12.21,0,0.28,9,1,0,0,0,0,0,0,0,1,0,1,0
24269,35,53000,2.0,4200,11.71,0,0.08,6,0,0,0,1,0,0,1,0,0,0,1,0
24270,28,70900,12.0,25000,15.37,0,0.35,6,1,0,0,0,0,1,0,0,0,0,0,1
24271,28,70920,12.0,7600,6.03,0,0.11,9,1,0,0,0,0,0,0,0,1,0,1,0
24272,32,53500,1.0,4200,13.98,0,0.08,10,0,0,0,1,0,0,0,0,1,0,0,1
24273,29,54996,6.0,4200,15.95,0,0.08,10,0,0,0,1,0,0,0,0,1,0,0,1
24274,29,55044,6.0,4200,11.011647430239664,0,0.08,9,0,0,0,1,0,0,1,0,0,0,0,1
24275,28,71000,4.0,12000,8.49,0,0.17,9,1,0,0,0,0,0,0,0,1,0,1,0
24276,30,50650,5.0,4200,9.91,1,0.08,7,0,0,0,1,0,0,0,0,1,0,1,0
24277,33,71000,4.0,5300,11.49,0,0.07,7,1,0,0,0,0,0,0,1,0,0,1,0
24278,32,71000,10.0,14000,6.99,0,0.2,8,1,0,0,0,0,0,1,0,0,0,1,0
24279,31,60000,4.0,4200,8.49,0,0.07,10,0,0,0,1,0,0,1,0,0,0,1,0
24280,29,60000,6.0,4200,8.63,0,0.07,10,0,0,0,1,0,0,0,1,0,0,1,0
24281,33,71000,10.0,10000,5.79,0,0.14,9,1,0,0,0,0,0,1,0,0,0,1,0
24282,33,71000,7.0,8000,12.68,0,0.11,10,1,0,0,0,0,1,0,0,0,0,0,1
24283,29,71000,4.0,11000,13.43,0,0.15,6,1,0,0,0,0,0,1,0,0,0,0,1
24284,28,71000,1.0,20000,11.011647430239664,0,0.28,8,1,0,0,0,0,0,0,0,1,0,1,0
24285,27,55512,11.0,4200,14.26,1,0.08,8,0,0,0,1,0,0,0,1,0,0,0,1
24286,35,61600,4.0,4200,7.29,0,0.07,9,0,0,0,1,0,0,0,1,0,0,1,0
24287,32,65000,2.0,4200,14.79,0,0.06,10,0,0,0,1,0,0,0,0,0,1,1,0
24288,29,71000,13.0,14000,7.14,0,0.2,5,0,0,1,0,0,0,0,1,0,0,1,0
24289,33,71000,11.0,6000,14.72,0,0.08,7,1,0,0,0,0,0,0,0,1,0,0,1
24290,29,71000,4.0,4000,7.14,0,0.06,9,1,0,0,0,1,0,0,0,0,0,1,0
24291,27,53550,3.0,4200,11.99,1,0.07,8,0,0,0,1,0,0,0,1,0,0,1,0
24292,32,64000,1.0,4200,11.011647430239664,1,0.07,5,0,0,0,1,0,1,0,0,0,0,0,1
24293,27,71000,9.0,4200,11.011647430239664,0,0.06,5,0,0,0,1,1,0,0,0,0,0,1,0
24294,34,70000,1.0,4200,14.61,1,0.06,6,0,0,0,1,0,1,0,0,0,0,1,0
24295,30,85000,5.0,4200,5.99,0,0.05,6,0,0,0,1,0,0,0,1,0,0,1,0
24296,28,71000,1.0,9800,12.21,0,0.14,5,1,0,0,0,0,0,0,0,0,1,1,0
24297,27,93000,11.0,4200,5.42,0,0.05,6,0,0,0,1,0,0,0,0,1,0,1,0
24298,29,25000,0.0,4125,11.71,0,0.17,6,0,0,0,1,0,0,0,0,1,0,1,0
24299,28,71007,4.0,25000,18.62,0,0.35,7,1,0,0,0,0,1,0,0,0,0,1,0
24300,34,59000,0.0,4100,14.91,1,0.07,10,0,0,0,1,0,1,0,0,0,0,1,0
24301,31,19200,0.0,4075,8.32,1,0.21,6,0,0,0,1,0,0,0,1,0,0,1,0
24302,27,71352,3.0,9000,6.54,0,0.13,6,1,0,0,0,0,0,0,0,0,1,1,0
24303,34,55000,5.0,4050,11.011647430239664,0,0.07,9,0,0,0,1,0,1,0,0,0,0,1,0
24304,27,71500,2.0,15000,11.011647430239664,0,0.21,8,1,0,0,0,0,1,0,0,0,0,1,0
24305,29,71500,3.0,6000,9.63,0,0.08,10,1,0,0,0,1,0,0,0,0,0,1,0
24306,28,71500,13.0,15000,11.49,0,0.21,7,1,0,0,0,0,0,1,0,0,0,1,0
24307,35,71500,1.0,19200,10.99,0,0.27,6,1,0,0,0,0,0,1,0,0,0,1,0
24308,28,12000,0.0,4000,11.011647430239664,1,0.33,9,0,0,0,1,0,0,0,1,0,0,1,0
24309,27,71700,11.0,9000,13.8,0,0.13,5,1,0,0,0,0,0,1,0,0,0,1,0
24310,27,71738,4.0,11500,9.63,0,0.16,9,1,0,0,0,0,1,0,0,0,0,1,0
24311,31,47000,5.0,10000,11.99,0,0.21,8,0,0,0,1,0,1,0,0,0,0,1,0
24312,28,47200,3.0,10000,9.99,0,0.21,8,0,0,0,1,0,0,0,0,1,0,1,0
24313,31,47500,2.0,10000,15.96,0,0.21,10,0,0,0,1,0,0,0,1,0,0,1,0
24314,27,72000,9.0,22000,17.58,0,0.31,6,1,0,0,0,0,0,0,0,1,0,0,1
24315,31,66000,11.0,2400,9.91,1,0.04,5,1,0,0,0,0,0,1,0,0,0,1,0
24316,28,41500,4.0,10000,11.011647430239664,1,0.24,6,0,0,0,1,1,0,0,0,0,0,0,1
24317,34,72000,2.0,13150,6.03,0,0.18,10,0,0,1,0,0,0,0,1,0,0,1,0
24318,29,47800,4.0,10000,7.49,0,0.21,5,0,0,0,1,1,0,0,0,0,0,1,0
24319,34,72000,8.0,10000,13.49,0,0.14,8,1,0,0,0,0,0,1,0,0,0,0,1
24320,31,42000,4.0,10000,11.71,1,0.24,5,0,0,0,1,0,1,0,0,0,0,1,0
24321,27,72000,9.0,10000,7.9,0,0.14,7,1,0,0,0,1,0,0,0,0,0,1,0
24322,28,72000,12.0,4500,6.62,0,0.06,8,1,0,0,0,0,0,0,1,0,0,1,0
24323,27,72000,2.0,21100,8.9,0,0.29,8,1,0,0,0,0,0,0,1,0,0,1,0
24324,30,66000,2.0,12000,11.71,1,0.18,6,1,0,0,0,0,0,1,0,0,0,1,0
24325,29,48000,6.0,10000,13.8,0,0.21,10,0,0,0,1,0,0,0,1,0,0,1,0
24326,34,72000,11.0,5800,11.011647430239664,0,0.08,9,1,0,0,0,0,0,0,0,0,1,1,0
24327,29,72000,3.0,14000,10.65,0,0.19,7,1,0,0,0,0,0,0,1,0,0,1,0
24328,27,72000,6.0,17000,6.03,0,0.24,6,1,0,0,0,0,0,0,1,0,0,1,0
24329,29,42000,2.0,10000,15.21,1,0.24,7,0,0,0,1,0,0,1,0,0,0,0,1
24330,31,72000,15.0,1900,7.51,0,0.03,6,1,0,0,0,0,0,0,1,0,0,1,0
24331,27,72000,11.0,15000,11.011647430239664,0,0.21,5,1,0,0,0,0,1,0,0,0,0,1,0
24332,28,72000,3.0,28000,15.96,0,0.39,10,1,0,0,0,0,1,0,0,0,0,1,0
24333,29,48000,13.0,10000,7.51,0,0.21,7,0,0,0,1,0,0,0,0,1,0,1,0
24334,27,72000,7.0,6500,6.03,0,0.09,5,1,0,0,0,0,0,0,1,0,0,1,0
24335,27,72000,2.0,10000,6.62,0,0.14,9,0,0,1,0,0,0,0,1,0,0,1,0
24336,27,72000,4.0,14000,12.42,0,0.19,10,1,0,0,0,0,0,0,0,1,0,1,0
24337,31,72000,6.0,9800,6.62,0,0.14,8,1,0,0,0,0,0,1,0,0,0,1,0
24338,35,72000,3.0,12800,6.62,0,0.18,5,1,0,0,0,0,0,1,0,0,0,1,0
24339,29,48000,4.0,10000,10.62,0,0.21,10,0,0,0,1,0,0,0,1,0,0,1,0
24340,27,48000,0.0,10000,10.62,0,0.21,6,0,0,0,1,0,0,0,1,0,0,1,0
24341,28,48000,8.0,10000,13.48,0,0.21,9,0,0,0,1,0,0,0,0,1,0,0,1
24342,27,72000,3.0,15000,5.42,0,0.21,5,1,0,0,0,1,0,0,0,0,0,1,0
24343,34,48000,14.0,10000,15.7,0,0.21,9,0,0,0,1,0,0,0,0,1,0,0,1
24344,30,48000,3.0,10000,12.87,0,0.21,8,0,0,0,1,0,0,0,0,0,1,0,1
24345,30,48000,1.0,10000,12.18,0,0.21,9,0,0,0,1,0,1,0,0,0,0,1,0
24346,30,72000,8.0,4800,13.49,0,0.07,7,1,0,0,0,1,0,0,0,0,0,0,1
24347,29,72000,6.0,10800,6.99,0,0.15,8,1,0,0,0,0,1,0,0,0,0,1,0
24348,30,72000,3.0,14000,6.99,0,0.19,9,1,0,0,0,0,0,0,1,0,0,1,0
24349,27,72000,11.0,9500,13.99,0,0.13,6,1,0,0,0,0,0,0,1,0,0,1,0
24350,33,72000,4.782271048394734,5000,6.99,0,0.07,5,1,0,0,0,0,0,0,0,1,0,1,0
24351,31,72000,6.0,16000,11.011647430239664,0,0.22,7,0,0,1,0,0,1,0,0,0,0,1,0
24352,27,72000,2.0,12000,9.99,0,0.17,9,0,0,1,0,0,1,0,0,0,0,1,0
24353,30,72000,14.0,3000,9.99,0,0.04,9,1,0,0,0,0,0,1,0,0,0,1,0
24354,33,72000,6.0,4250,5.42,0,0.06,5,1,0,0,0,1,0,0,0,0,0,1,0
24355,28,48000,0.0,10000,10.08,0,0.21,6,0,0,0,1,0,1,0,0,0,0,1,0
24356,27,72000,11.0,6150,11.011647430239664,0,0.09,5,1,0,0,0,0,0,0,1,0,0,1,0
24357,29,72000,3.0,12000,11.49,0,0.17,5,1,0,0,0,0,0,0,1,0,0,1,0
24358,29,72000,6.0,16800,15.62,0,0.23,9,1,0,0,0,0,0,0,0,0,1,1,0
24359,28,56100,12.0,10000,8.49,1,0.15,8,1,0,0,0,0,0,0,1,0,0,1,0
24360,27,72000,1.0,10000,10.99,0,0.14,9,1,0,0,0,1,0,0,0,0,0,1,0
24361,27,72000,11.0,7000,11.49,0,0.1,8,1,0,0,0,0,0,0,0,1,0,1,0
24362,31,72000,14.0,7000,5.42,0,0.1,8,1,0,0,0,0,0,0,1,0,0,1,0
24363,30,66000,14.0,11200,13.49,1,0.17,9,1,0,0,0,0,1,0,0,0,0,1,0
24364,30,72000,14.0,9000,15.23,0,0.13,10,1,0,0,0,0,1,0,0,0,0,0,1
24365,27,49800,3.0,10000,10.74,0,0.2,7,0,0,0,1,0,0,0,0,1,0,1,0
24366,35,72000,4.0,15000,10.59,0,0.21,6,1,0,0,0,0,0,0,1,0,0,1,0
24367,30,72000,4.0,6000,11.99,0,0.08,10,1,0,0,0,0,0,0,0,0,1,1,0
24368,32,72000,0.0,24000,6.92,0,0.33,8,1,0,0,0,1,0,0,0,0,0,1,0
24369,30,72000,12.0,10000,10.0,0,0.14,7,1,0,0,0,0,0,0,1,0,0,1,0
24370,29,72000,13.0,22100,7.29,0,0.31,5,1,0,0,0,0,0,0,0,0,1,1,0
24371,35,50000,4.0,10000,9.91,0,0.2,7,0,0,0,1,0,1,0,0,0,0,1,0
24372,31,72000,7.0,5000,6.92,0,0.07,10,1,0,0,0,0,0,0,0,0,1,1,0
24373,32,66000,5.0,2000,15.28,1,0.03,7,1,0,0,0,1,0,0,0,0,0,1,0
24374,27,72000,6.0,6000,5.42,0,0.08,10,1,0,0,0,0,1,0,0,0,0,1,0
24375,30,72000,7.0,9600,14.17,0,0.13,5,1,0,0,0,0,1,0,0,0,0,1,0
24376,29,72000,13.0,7400,5.42,0,0.1,8,1,0,0,0,0,0,0,1,0,0,1,0
24377,28,72000,5.0,12000,6.92,0,0.17,7,1,0,0,0,0,0,1,0,0,0,1,0
24378,27,44000,5.0,10000,15.27,1,0.23,7,0,0,0,1,0,0,0,0,0,1,0,1
24379,28,72000,6.0,25000,11.11,0,0.35,8,0,0,1,0,0,0,0,1,0,0,1,0
24380,31,50000,1.0,10000,12.69,0,0.2,8,0,0,0,1,0,0,0,1,0,0,1,0
24381,33,50000,3.0,10000,11.011647430239664,0,0.2,8,0,0,0,1,0,0,0,0,1,0,1,0
24382,27,72000,5.0,11500,6.91,0,0.16,10,1,0,0,0,0,0,0,1,0,0,1,0
24383,27,72000,2.0,2600,9.25,0,0.04,7,1,0,0,0,0,1,0,0,0,0,1,0
24384,29,72000,5.0,10000,6.17,0,0.14,10,1,0,0,0,0,0,0,0,1,0,1,0
24385,28,50000,12.0,10000,10.74,0,0.2,8,0,0,0,1,1,0,0,0,0,0,1,0
24386,30,50000,6.0,10000,11.011647430239664,0,0.2,5,0,0,0,1,0,0,0,1,0,0,1,0
24387,30,50000,0.0,10000,10.36,0,0.2,7,0,0,0,1,0,0,1,0,0,0,1,0
24388,32,50000,6.0,10000,9.25,0,0.2,8,0,0,0,1,1,0,0,0,0,0,1,0
24389,28,72000,12.0,16000,15.95,0,0.22,5,1,0,0,0,0,0,0,0,1,0,1,0
24390,27,72000,4.0,24000,11.011647430239664,0,0.33,9,1,0,0,0,1,0,0,0,0,0,1,0
24391,28,50000,5.0,10000,7.88,0,0.2,7,0,0,0,1,0,0,0,0,1,0,1,0
24392,28,44000,2.0,10000,13.48,1,0.23,8,0,0,0,1,0,0,0,1,0,0,1,0
24393,30,50000,3.0,10000,13.22,0,0.2,7,0,0,0,1,0,0,0,0,1,0,1,0
24394,30,72000,5.0,20000,10.38,0,0.28,5,1,0,0,0,0,0,0,1,0,0,1,0
24395,29,72000,7.0,24000,7.88,0,0.33,9,1,0,0,0,0,0,0,1,0,0,1,0
24396,34,72000,10.0,4000,7.14,0,0.06,9,1,0,0,0,0,0,1,0,0,0,1,0
24397,30,72000,13.0,12000,7.88,0,0.17,8,1,0,0,0,0,0,0,0,0,1,1,0
24398,29,50000,2.0,10000,11.26,0,0.2,6,0,0,0,1,1,0,0,0,0,0,1,0
24399,31,44000,1.0,10000,10.71,1,0.23,9,0,0,0,1,0,0,1,0,0,0,1,0
24400,27,44004,4.0,10000,11.011647430239664,1,0.23,10,0,0,0,1,1,0,0,0,0,0,0,1
24401,30,72000,3.0,9000,14.22,0,0.13,6,1,0,0,0,0,0,0,1,0,0,0,1
24402,29,44004,7.0,10000,15.33,1,0.23,8,0,0,0,1,0,0,0,0,1,0,0,1
24403,35,72000,2.0,10750,7.51,0,0.15,9,1,0,0,0,1,0,0,0,0,0,1,0
24404,28,72000,4.782271048394734,22000,10.25,0,0.31,6,1,0,0,0,0,0,0,1,0,0,1,0
24405,28,72000,3.0,4000,10.99,0,0.06,6,1,0,0,0,0,0,1,0,0,0,1,0
24406,29,72000,0.0,24000,10.99,0,0.33,6,1,0,0,0,0,0,0,0,0,1,1,0
24407,33,44784,2.0,10000,11.011647430239664,1,0.22,6,0,0,0,1,0,1,0,0,0,0,1,0
24408,33,50800,16.0,10000,16.4,0,0.2,7,0,0,0,1,0,1,0,0,0,0,0,1
24409,32,50911,7.0,10000,13.06,0,0.2,7,0,0,0,1,0,0,0,0,1,0,1,0
24410,27,72000,7.0,4200,11.011647430239664,0,0.06,5,1,0,0,0,0,0,0,0,1,0,1,0
24411,28,51000,3.0,10000,6.92,0,0.2,8,0,0,0,1,0,0,1,0,0,0,1,0
24412,28,72000,13.0,16000,14.26,0,0.22,9,1,0,0,0,0,0,0,0,1,0,1,0
24413,27,51000,0.0,10000,7.88,0,0.2,5,0,0,0,1,0,0,0,0,0,1,1,0
24414,27,72000,10.0,10000,8.94,0,0.14,6,0,0,1,0,0,0,0,0,0,1,1,0
24415,29,72000,1.0,10000,11.011647430239664,0,0.14,6,0,0,1,0,0,1,0,0,0,0,1,0
24416,28,72000,12.0,15000,8.94,0,0.21,9,1,0,0,0,0,0,0,0,0,1,1,0
24417,29,66000,4.0,8200,17.04,1,0.12,7,1,0,0,0,1,0,0,0,0,0,0,1
24418,31,72000,15.0,12300,14.96,0,0.17,5,1,0,0,0,0,0,0,0,0,1,0,1
24419,28,72000,1.0,6000,15.37,0,0.08,10,1,0,0,0,0,1,0,0,0,0,0,1
24420,32,51996,2.0,10000,5.79,0,0.19,9,0,0,0,1,1,0,0,0,0,0,1,0
24421,33,51996,4.0,10000,7.14,0,0.19,6,0,0,0,1,1,0,0,0,0,0,1,0
24422,30,72000,3.0,12000,10.95,0,0.17,5,1,0,0,0,0,0,0,0,1,0,1,0
24423,28,72000,3.0,10000,10.95,0,0.14,7,1,0,0,0,0,0,1,0,0,0,1,0
24424,27,72000,11.0,12500,11.89,0,0.17,8,1,0,0,0,0,1,0,0,0,0,1,0
24425,28,52000,2.0,10000,12.69,0,0.19,7,0,0,0,1,0,0,0,0,1,0,1,0
24426,27,72000,8.0,15250,13.16,0,0.21,5,1,0,0,0,0,0,0,0,0,1,0,1
24427,28,72000,9.0,18000,11.89,0,0.25,10,1,0,0,0,0,0,0,0,1,0,1,0
24428,28,52000,12.0,10000,6.92,0,0.19,8,0,0,0,1,0,0,0,0,0,1,1,0
24429,29,52000,4.0,10000,13.23,0,0.19,9,0,0,0,1,0,0,0,1,0,0,0,1
24430,33,72000,0.0,6600,11.011647430239664,0,0.09,9,1,0,0,0,1,0,0,0,0,0,1,0
24431,29,72000,9.0,1000,7.68,0,0.01,6,1,0,0,0,0,0,1,0,0,0,1,0
24432,28,72000,8.0,7500,6.0,0,0.1,10,1,0,0,0,0,0,0,0,1,0,1,0
24433,31,52000,4.0,10000,11.83,0,0.19,7,0,0,0,1,0,0,0,0,0,1,1,0
24434,29,52000,9.0,10000,8.0,0,0.19,8,0,0,0,1,0,0,0,0,1,0,1,0
24435,27,72000,4.0,8000,11.09,0,0.11,9,0,0,1,0,0,1,0,0,0,0,0,1
24436,33,53000,13.0,10000,15.96,0,0.19,9,0,0,0,1,0,1,0,0,0,0,1,0
24437,29,72072,4.0,12000,8.49,0,0.17,8,1,0,0,0,1,0,0,0,0,0,1,0
24438,28,72087,10.0,16000,11.011647430239664,0,0.22,6,1,0,0,0,0,0,0,0,1,0,1,0
24439,27,53000,7.0,10000,10.25,0,0.19,5,0,0,0,1,0,1,0,0,0,0,1,0
24440,33,53000,2.0,10000,8.94,0,0.19,9,0,0,0,1,0,1,0,0,0,0,1,0
24441,28,53000,2.0,10000,11.89,0,0.19,6,0,0,0,1,0,0,0,1,0,0,1,0
24442,28,53376,5.0,10000,5.42,0,0.19,5,0,0,0,1,0,0,0,0,1,0,1,0
24443,29,72396,9.0,9000,10.59,0,0.12,9,1,0,0,0,0,0,0,0,1,0,1,0
24444,33,54000,13.0,10000,8.9,0,0.19,5,0,0,0,1,0,0,0,0,0,1,1,0
24445,29,72500,0.0,30000,7.49,0,0.41,7,1,0,0,0,0,0,0,0,1,0,1,0
24446,31,72500,12.0,8875,11.99,0,0.12,7,1,0,0,0,0,0,1,0,0,0,1,0
24447,35,54000,4.782271048394734,10000,5.42,0,0.19,10,0,0,0,1,0,0,0,0,1,0,1,0
24448,32,72500,4.0,4000,5.42,0,0.06,10,1,0,0,0,0,0,1,0,0,0,1,0
24449,27,56525,4.0,12000,15.95,1,0.18,7,1,0,0,0,0,0,0,1,0,0,0,1
24450,35,72500,0.0,4000,10.25,0,0.06,6,1,0,0,0,1,0,0,0,0,0,1,0
24451,30,54000,8.0,10000,6.17,0,0.19,10,0,0,0,1,0,0,1,0,0,0,1,0
24452,29,72500,2.0,7000,13.79,0,0.1,8,1,0,0,0,0,0,0,1,0,0,0,1
24453,33,54000,15.0,10000,10.99,0,0.19,8,0,0,0,1,1,0,0,0,0,0,1,0
24454,29,54996,1.0,10000,9.99,0,0.18,10,0,0,0,1,0,0,0,0,0,1,1,0
24455,27,72800,7.0,7000,11.011647430239664,0,0.1,10,1,0,0,0,0,0,1,0,0,0,1,0
24456,28,48996,12.0,10000,10.37,1,0.2,9,0,0,0,1,0,0,0,1,0,0,1,0
24457,31,54996,3.0,10000,7.74,0,0.18,9,0,0,0,1,0,0,1,0,0,0,1,0
24458,33,72890,1.0,16400,13.79,0,0.22,6,1,0,0,0,0,0,0,1,0,0,0,1
24459,27,72900,3.0,10000,15.7,0,0.14,9,1,0,0,0,0,0,0,0,1,0,0,1
24460,34,72960,1.0,11000,12.21,0,0.15,8,1,0,0,0,0,0,0,1,0,0,1,0
24461,27,72996,12.0,9200,6.03,0,0.13,8,1,0,0,0,0,1,0,0,0,0,1,0
24462,30,48996,1.0,10000,15.45,1,0.2,5,0,0,0,1,0,0,1,0,0,0,1,0
24463,28,73000,9.0,15600,6.03,0,0.21,9,1,0,0,0,1,0,0,0,0,0,1,0
24464,27,55000,11.0,10000,14.27,0,0.18,7,0,0,0,1,0,1,0,0,0,0,1,0
24465,27,73000,11.0,13000,6.03,0,0.18,9,1,0,0,0,1,0,0,0,0,0,1,0
24466,31,73000,3.0,15000,11.011647430239664,0,0.21,8,1,0,0,0,0,0,1,0,0,0,1,0
24467,31,55000,2.0,10000,12.42,0,0.18,7,0,0,0,1,0,0,0,1,0,0,1,0
24468,32,73000,7.0,9600,7.9,0,0.13,7,1,0,0,0,0,0,0,0,1,0,1,0
24469,31,55000,3.0,10000,10.59,0,0.18,10,0,0,0,1,1,0,0,0,0,0,1,0
24470,32,55000,5.0,10000,8.49,0,0.18,10,0,0,0,1,0,0,0,1,0,0,1,0
24471,34,73000,7.0,20675,11.011647430239664,0,0.28,7,1,0,0,0,0,0,1,0,0,0,1,0
24472,32,73000,5.0,6000,15.62,0,0.08,8,1,0,0,0,0,0,1,0,0,0,1,0
24473,32,73000,3.0,8500,7.29,0,0.12,10,1,0,0,0,0,0,1,0,0,0,1,0
24474,27,73000,11.0,10000,5.79,0,0.14,8,1,0,0,0,0,0,0,0,1,0,1,0
24475,27,55000,3.0,10000,10.25,0,0.18,5,0,0,0,1,0,0,1,0,0,0,1,0
24476,29,73000,7.0,12000,7.29,0,0.16,10,1,0,0,0,0,0,1,0,0,0,1,0
24477,31,73000,3.0,12000,11.011647430239664,0,0.16,8,1,0,0,0,0,0,0,0,0,1,0,1
24478,29,55000,2.0,10000,12.53,0,0.18,9,0,0,0,1,1,0,0,0,0,0,1,0
24479,32,55000,4.0,10000,14.42,0,0.18,9,0,0,0,1,0,0,0,0,0,1,0,1
24480,28,55000,1.0,10000,9.32,0,0.18,8,0,0,0,1,0,0,0,1,0,0,1,0
24481,27,73000,11.0,17000,7.88,0,0.23,6,1,0,0,0,0,1,0,0,0,0,1,0
24482,28,73000,5.0,12000,13.11,0,0.16,9,1,0,0,0,0,0,0,0,1,0,1,0
24483,34,55000,0.0,10000,9.51,0,0.18,5,0,0,0,1,0,0,0,1,0,0,1,0
24484,28,73000,6.0,15000,11.83,0,0.21,9,1,0,0,0,0,0,0,0,0,1,1,0
24485,27,55812,3.0,10000,6.54,0,0.18,10,0,0,0,1,1,0,0,0,0,0,1,0
24486,35,56000,5.0,10000,12.42,0,0.18,5,0,0,0,1,0,1,0,0,0,0,1,0
24487,31,73000,8.0,6800,7.74,0,0.09,8,1,0,0,0,0,1,0,0,0,0,1,0
24488,33,56000,7.0,10000,11.36,0,0.18,6,0,0,0,1,0,0,0,0,1,0,1,0
24489,33,56000,2.0,10000,7.74,0,0.18,5,0,0,0,1,0,1,0,0,0,0,1,0
24490,28,73000,11.0,15000,11.011647430239664,0,0.21,6,1,0,0,0,0,1,0,0,0,0,1,0
24491,27,56253,11.0,10000,11.36,0,0.18,8,0,0,0,1,0,0,0,0,0,1,1,0
24492,28,73008,2.0,14000,12.73,0,0.19,6,1,0,0,0,0,1,0,0,0,0,0,1
24493,28,73073,8.0,4200,5.79,0,0.06,7,1,0,0,0,0,0,0,0,0,1,1,0
24494,29,57000,5.0,10000,18.64,0,0.18,6,0,0,0,1,0,1,0,0,0,0,0,1
24495,27,73200,5.0,18000,10.99,0,0.25,8,1,0,0,0,0,0,0,0,1,0,1,0
24496,27,73200,7.0,15000,13.22,0,0.2,5,1,0,0,0,0,1,0,0,0,0,1,0
24497,32,73200,1.0,7200,10.2,0,0.1,7,1,0,0,0,0,0,0,0,1,0,1,0
24498,34,67392,0.0,15000,13.85,1,0.22,5,1,0,0,0,0,0,0,0,1,0,0,1
24499,27,73400,10.0,2100,6.76,0,0.03,5,1,0,0,0,0,0,0,1,0,0,1,0
24500,34,57000,1.0,10000,11.14,0,0.18,8,0,0,0,1,0,1,0,0,0,0,1,0
24501,28,73500,12.0,10000,9.88,0,0.14,10,0,0,1,0,0,0,1,0,0,0,1,0
24502,30,73524,2.0,10000,14.74,0,0.14,8,1,0,0,0,0,1,0,0,0,0,1,0
24503,32,73527,11.0,12000,12.42,0,0.16,7,1,0,0,0,0,1,0,0,0,0,1,0
24504,34,58000,11.0,10000,10.65,0,0.17,9,0,0,0,1,0,0,0,0,1,0,1,0
24505,27,73580,3.0,19950,14.96,0,0.27,7,1,0,0,0,0,1,0,0,0,0,1,0
24506,34,73600,10.0,15000,12.42,0,0.2,7,1,0,0,0,0,0,1,0,0,0,1,0
24507,29,58000,3.0,10000,6.99,0,0.17,5,0,0,0,1,0,0,0,0,1,0,1,0
24508,32,58000,3.0,10000,10.96,0,0.17,10,0,0,0,1,0,0,0,1,0,0,1,0
24509,28,58100,4.0,10000,10.25,0,0.17,8,0,0,0,1,0,0,0,1,0,0,1,0
24510,27,57800,11.0,16000,16.29,1,0.24,8,1,0,0,0,0,0,0,1,0,0,1,0
24511,35,74000,13.0,5000,7.9,0,0.07,5,1,0,0,0,1,0,0,0,0,0,1,0
24512,34,74000,10.0,17000,14.27,0,0.23,10,1,0,0,0,0,1,0,0,0,0,0,1
24513,27,59004,3.0,10000,16.32,0,0.17,6,0,0,0,1,0,1,0,0,0,0,0,1
24514,29,74000,4.0,12000,11.011647430239664,0,0.16,9,1,0,0,0,1,0,0,0,0,0,1,0
24515,27,74000,4.0,12100,16.89,0,0.16,9,1,0,0,0,0,1,0,0,0,0,0,1
24516,32,74000,1.0,1200,7.49,0,0.02,9,1,0,0,0,0,0,1,0,0,0,1,0
24517,28,74000,13.0,7800,10.99,0,0.11,7,1,0,0,0,0,0,0,0,1,0,1,0
24518,29,54000,5.0,10000,13.49,1,0.19,9,0,0,0,1,0,0,1,0,0,0,0,1
24519,32,74000,5.0,15000,11.11,0,0.2,7,1,0,0,0,0,0,0,0,1,0,1,0
24520,30,74000,13.0,10500,10.74,0,0.14,8,0,0,1,0,0,0,0,1,0,0,1,0
24521,30,74000,0.0,7625,11.011647430239664,0,0.1,5,1,0,0,0,0,0,0,0,1,0,1,0
24522,28,60000,8.0,10000,8.9,0,0.17,9,0,0,0,1,0,1,0,0,0,0,1,0
24523,33,74000,2.0,20500,6.54,0,0.28,10,1,0,0,0,0,0,0,1,0,0,1,0
24524,29,74000,8.0,25000,11.49,0,0.34,6,1,0,0,0,0,1,0,0,0,0,1,0
